{Timestamp; Branch number; Position in branch; Branch length; Branch generation; branchCode; Offset [mm]}
1742891851469;106;6;12;6;1,2,2,1,1,1;4.9
1742891851544;106;7;12;6;1,2,2,1,1,1;4.8
1742891851645;106;7;12;6;1,2,2,1,1,1;4.3
1742891851745;106;10;12;6;1,2,2,1,1,1;2.4
1742891851869;126;3;9;7;1,2,2,1,1,1,1;2.1
1742891851969;126;5;9;7;1,2,2,1,1,1,1;3.2
1742891852069;126;6;9;7;1,2,2,1,1,1,1;4.6
1742891852169;126;6;9;7;1,2,2,1,1,1,1;4.7
1742891852269;126;6;9;7;1,2,2,1,1,1,1;4.6
1742891852369;126;3;9;7;1,2,2,1,1,1,1;2.8
1742891852469;106;9;12;6;1,2,2,1,1,1;2.4
1742891852569;106;8;12;6;1,2,2,1,1,1;4.2
1742891852669;106;8;12;6;1,2,2,1,1,1;5.1
1742891852769;106;8;12;6;1,2,2,1,1,1;5.6
1742891852869;106;8;12;6;1,2,2,1,1,1;5.5
1742891852969;106;10;12;6;1,2,2,1,1,1;3.7
1742891853069;106;10;12;6;1,2,2,1,1,1;3
1742891853169;106;9;12;6;1,2,2,1,1,1;3.4
1742891853269;106;11;12;6;1,2,2,1,1,1;1.6
1742891853369;125;1;9;7;1,2,2,1,1,1,2;1.6
1742891853469;126;4;9;7;1,2,2,1,1,1,1;4.4
1742891853569;126;6;9;7;1,2,2,1,1,1,1;5.8
1742891853669;124;3;46;8;1,2,2,1,1,1,1,2;6.1
1742891853769;126;7;9;7;1,2,2,1,1,1,1;6.2
1742891853844;124;4;46;8;1,2,2,1,1,1,1,2;5.6
1742891853943;124;3;46;8;1,2,2,1,1,1,1,2;5.6
1742891854043;125;4;9;7;1,2,2,1,1,1,2;4.7
1742891854143;125;4;9;7;1,2,2,1,1,1,2;4.5
1742891854243;106;7;12;6;1,2,2,1,1,1;4
1742891854342;106;5;12;6;1,2,2,1,1,1;5.4
1742891854442;106;5;12;6;1,2,2,1,1,1;5.6
1742891854543;106;4;12;6;1,2,2,1,1,1;6
1742891854642;106;5;12;6;1,2,2,1,1,1;5.7
1742891854742;106;6;12;6;1,2,2,1,1,1;4
1742891854842;106;7;12;6;1,2,2,1,1,1;3.1
1742891854942;106;8;12;6;1,2,2,1,1,1;3
1742891855042;106;7;12;6;1,2,2,1,1,1;4
1742891855142;106;6;12;6;1,2,2,1,1,1;6.1
1742891855242;106;7;12;6;1,2,2,1,1,1;6.1
1742891855342;106;6;12;6;1,2,2,1,1,1;6.6
1742891855442;106;6;12;6;1,2,2,1,1,1;5.4
1742891855542;106;6;12;6;1,2,2,1,1,1;2.6
1742891855642;106;6;12;6;1,2,2,1,1,1;2.2
1742891855741;106;6;12;6;1,2,2,1,1,1;2.1
1742891855841;106;5;12;6;1,2,2,1,1,1;2.5
1742891855942;106;5;12;6;1,2,2,1,1,1;2.6
1742891856041;106;6;12;6;1,2,2,1,1,1;2.3
1742891856141;106;6;12;6;1,2,2,1,1,1;1.1
1742891856241;106;7;12;6;1,2,2,1,1,1;1.7
1742891856341;106;7;12;6;1,2,2,1,1,1;3.2
1742891856441;107;7;27;6;1,2,2,1,1,2;3.3
1742891856541;107;12;27;6;1,2,2,1,1,2;1.9
1742891856641;107;15;27;6;1,2,2,1,1,2;1.7
1742891856741;107;18;27;6;1,2,2,1,1,2;1.8
1742891856841;107;17;27;6;1,2,2,1,1,2;1.4
1742891856940;107;17;27;6;1,2,2,1,1,2;0.8
1742891857041;107;17;27;6;1,2,2,1,1,2;0.3
1742891857140;107;19;27;6;1,2,2,1,1,2;2.7
1742891857240;107;20;27;6;1,2,2,1,1,2;3.6
1742891857340;107;21;27;6;1,2,2,1,1,2;5.8
1742891857440;107;20;27;6;1,2,2,1,1,2;7.4
1742891857540;107;20;27;6;1,2,2,1,1,2;9.2
1742891857641;107;16;27;6;1,2,2,1,1,2;6.1
1742891857740;107;14;27;6;1,2,2,1,1,2;1.7
1742891857840;107;10;27;6;1,2,2,1,1,2;2.1
1742891857940;106;6;12;6;1,2,2,1,1,1;1.5
1742891858040;106;6;12;6;1,2,2,1,1,1;5.1
1742891858140;106;7;12;6;1,2,2,1,1,1;7.9
1742891858240;106;8;12;6;1,2,2,1,1,1;9.2
1742891858339;106;9;12;6;1,2,2,1,1,1;10.4
1742891858439;16;45;48;3;1,2,2;10.8
1742891858539;106;9;12;6;1,2,2,1,1,1;10.7
1742891858639;126;2;9;7;1,2,2,1,1,1,1;9.7
1742891858739;126;2;9;7;1,2,2,1,1,1,1;9.9
1742891858839;40;5;15;4;1,2,2,1;7.5
1742891858939;40;5;15;4;1,2,2,1;8
1742891859039;40;4;15;4;1,2,2,1;7.8
1742891859139;16;45;48;3;1,2,2;9.5
1742891859239;40;4;15;4;1,2,2,1;8.1
1742891859339;40;5;15;4;1,2,2,1;7.9
1742891859439;40;8;15;4;1,2,2,1;7.9
1742891859539;106;6;12;6;1,2,2,1,1,1;7.9
1742891859639;106;7;12;6;1,2,2,1,1,1;6.7
1742891859739;106;7;12;6;1,2,2,1,1,1;4.3
1742891859863;106;7;12;6;1,2,2,1,1,1;3.5
1742891859963;106;7;12;6;1,2,2,1,1,1;4.1
1742891860039;106;7;12;6;1,2,2,1,1,1;5.3
1742891860164;106;7;12;6;1,2,2,1,1,1;4.6
1742891860263;106;8;12;6;1,2,2,1,1,1;4.6
1742891860362;125;4;9;7;1,2,2,1,1,1,2;4.7
1742891860462;125;4;9;7;1,2,2,1,1,1,2;4.2
1742891860562;125;4;9;7;1,2,2,1,1,1,2;4.1
1742891860662;125;5;9;7;1,2,2,1,1,1,2;6
1742891860762;126;5;9;7;1,2,2,1,1,1,1;7
1742891860862;126;6;9;7;1,2,2,1,1,1,1;6.8
1742891860962;126;6;9;7;1,2,2,1,1,1,1;5.6
1742891861062;126;7;9;7;1,2,2,1,1,1,1;5.6
1742891861162;125;7;9;7;1,2,2,1,1,1,2;7
1742891861262;125;7;9;7;1,2,2,1,1,1,2;6.6
1742891861362;125;5;9;7;1,2,2,1,1,1,2;5.5
1742891861462;106;5;12;6;1,2,2,1,1,1;4
1742891861562;106;4;12;6;1,2,2,1,1,1;4.3
1742891861662;106;4;12;6;1,2,2,1,1,1;4.2
1742891861762;73;9;13;5;1,2,2,1,1;5.6
1742891861862;73;8;13;5;1,2,2,1,1;6.1
1742891861962;40;9;15;4;1,2,2,1;6.9
1742891862062;40;7;15;4;1,2,2,1;7.2
1742891862162;40;8;15;4;1,2,2,1;7
1742891862262;40;7;15;4;1,2,2,1;6.9
1742891862362;40;6;15;4;1,2,2,1;6.2
1742891862462;40;6;15;4;1,2,2,1;6.4
1742891862562;40;5;15;4;1,2,2,1;5.2
1742891862662;40;3;15;4;1,2,2,1;5
1742891862761;16;43;48;3;1,2,2;3
1742891862860;16;39;48;3;1,2,2;1.9
1742891862961;16;38;48;3;1,2,2;1.8
1742891863060;16;38;48;3;1,2,2;2.5
1742891863160;16;39;48;3;1,2,2;5.7
1742891863260;16;41;48;3;1,2,2;5.5
1742891863360;16;42;48;3;1,2,2;3.9
1742891863460;16;43;48;3;1,2,2;3.7
1742891863560;16;44;48;3;1,2,2;3.6
1742891863660;16;46;48;3;1,2,2;3.7
1742891863760;16;46;48;3;1,2,2;3.7
1742891863860;16;45;48;3;1,2,2;3.9
1742891863960;41;4;36;4;1,2,2,2;4
1742891864060;41;8;36;4;1,2,2,2;2.8
1742891864160;41;11;36;4;1,2,2,2;2.7
1742891864260;41;13;36;4;1,2,2,2;3
1742891864360;41;15;36;4;1,2,2,2;3.7
1742891864460;41;16;36;4;1,2,2,2;3.3
1742891864560;41;18;36;4;1,2,2,2;3.6
1742891864659;41;18;36;4;1,2,2,2;4.2
1742891864760;41;18;36;4;1,2,2,2;3.8
1742891864860;41;19;36;4;1,2,2,2;3.8
1742891864959;41;19;36;4;1,2,2,2;3.9
1742891865059;41;18;36;4;1,2,2,2;2.9
1742891865159;41;18;36;4;1,2,2,2;3.4
1742891865258;41;17;36;4;1,2,2,2;3.6
1742891865358;41;20;36;4;1,2,2,2;3.5
1742891865459;41;24;36;4;1,2,2,2;3.3
1742891865558;41;27;36;4;1,2,2,2;3.5
1742891865658;41;29;36;4;1,2,2,2;4.2
1742891865758;76;5;24;5;1,2,2,2,1;5.3
1742891865858;76;8;24;5;1,2,2,2,1;4
1742891865958;76;9;24;5;1,2,2,2,1;3.7
1742891866058;76;9;24;5;1,2,2,2,1;3.1
1742891866158;76;10;24;5;1,2,2,2,1;3.3
1742891866258;76;10;24;5;1,2,2,2,1;3.3
1742891866358;76;11;24;5;1,2,2,2,1;3.7
1742891866458;76;13;24;5;1,2,2,2,1;4.4
1742891866558;76;14;24;5;1,2,2,2,1;5
1742891866658;76;13;24;5;1,2,2,2,1;2.7
1742891866758;76;12;24;5;1,2,2,2,1;1.2
1742891866858;76;9;24;5;1,2,2,2,1;0.4
1742891866958;76;8;24;5;1,2,2,2,1;1.5
1742891867058;76;4;24;5;1,2,2,2,1;1.6
1742891867157;76;5;24;5;1,2,2,2,1;2.1
1742891867258;75;7;14;5;1,2,2,2,2;1.8
1742891867357;75;9;14;5;1,2,2,2,2;1.3
1742891867457;75;11;14;5;1,2,2,2,2;1
1742891867557;75;12;14;5;1,2,2,2,2;0.9
1742891867657;75;12;14;5;1,2,2,2,2;0.9
1742891867757;110;4;61;6;1,2,2,2,2,2;1.7
1742891867857;110;8;61;6;1,2,2,2,2,2;1
1742891867956;110;9;61;6;1,2,2,2,2,2;0.9
1742891868056;110;11;61;6;1,2,2,2,2,2;0.4
1742891868156;110;11;61;6;1,2,2,2,2,2;0.1
1742891868256;110;11;61;6;1,2,2,2,2,2;0.3
1742891868356;110;12;61;6;1,2,2,2,2,2;0.7
1742891868456;110;12;61;6;1,2,2,2,2,2;0.9
1742891868556;110;12;61;6;1,2,2,2,2,2;0.8
1742891868657;110;17;61;6;1,2,2,2,2,2;0.5
1742891868756;110;19;61;6;1,2,2,2,2,2;0.1
1742891868856;110;19;61;6;1,2,2,2,2,2;0.5
1742891868956;110;16;61;6;1,2,2,2,2,2;1
1742891869056;110;14;61;6;1,2,2,2,2,2;1.2
1742891869156;110;13;61;6;1,2,2,2,2,2;1.6
1742891869256;110;11;61;6;1,2,2,2,2,2;1.8
1742891869355;136;5;7;7;1,2,2,2,2,1,2;2.7
1742891869455;136;5;7;7;1,2,2,2,2,1,2;2.4
1742891869555;136;5;7;7;1,2,2,2,2,1,2;2.3
1742891869656;136;3;7;7;1,2,2,2,2,1,2;2.4
1742891869755;76;14;24;5;1,2,2,2,1;3.3
1742891869855;76;13;24;5;1,2,2,2,1;2.2
1742891869955;76;12;24;5;1,2,2,2,1;2.7
1742891870055;110;2;61;6;1,2,2,2,2,2;2.9
1742891870155;136;1;7;7;1,2,2,2,2,1,2;2.8
1742891870255;136;5;7;7;1,2,2,2,2,1,2;2.4
1742891870355;135;7;14;7;1,2,2,2,2,1,1;2
1742891870455;135;5;14;7;1,2,2,2,2,1,1;0.6
1742891870555;135;7;14;7;1,2,2,2,2,1,1;0.5
1742891870654;134;4;43;8;1,2,2,2,2,1,2,1;1.3
1742891870754;134;6;43;8;1,2,2,2,2,1,2,1;1.3
1742891870854;134;5;43;8;1,2,2,2,2,1,2,1;0.9
1742891870954;134;9;43;8;1,2,2,2,2,1,2,1;1.5
1742891871054;134;11;43;8;1,2,2,2,2,1,2,1;1.8
1742891871154;134;12;43;8;1,2,2,2,2,1,2,1;2.6
1742891871254;134;12;43;8;1,2,2,2,2,1,2,1;2.9
1742891871354;134;11;43;8;1,2,2,2,2,1,2,1;3.3
1742891871454;134;11;43;8;1,2,2,2,2,1,2,1;3.3
1742891871554;134;10;43;8;1,2,2,2,2,1,2,1;3
1742891871653;134;9;43;8;1,2,2,2,2,1,2,1;2.4
1742891871753;134;10;43;8;1,2,2,2,2,1,2,1;2
1742891871853;134;9;43;8;1,2,2,2,2,1,2,1;1.5
1742891871953;134;8;43;8;1,2,2,2,2,1,2,1;1.2
1742891872053;134;7;43;8;1,2,2,2,2,1,2,1;0.9
1742891872153;136;7;7;7;1,2,2,2,2,1,2;0.2
1742891872253;111;5;6;6;1,2,2,2,2,1;1.1
1742891872353;75;13;14;5;1,2,2,2,2;1.1
1742891872453;75;10;14;5;1,2,2,2,2;1.2
1742891872553;75;6;14;5;1,2,2,2,2;1.4
1742891872653;76;3;24;5;1,2,2,2,1;0.7
1742891872753;76;2;24;5;1,2,2,2,1;1.5
1742891872853;41;33;36;4;1,2,2,2;1
1742891872953;41;30;36;4;1,2,2,2;1.5
1742891873053;41;28;36;4;1,2,2,2;0.8
1742891873153;41;25;36;4;1,2,2,2;1.1
1742891873253;41;24;36;4;1,2,2,2;1.2
1742891873353;41;21;36;4;1,2,2,2;1.5
1742891873452;41;18;36;4;1,2,2,2;1.8
1742891873552;41;16;36;4;1,2,2,2;1.5
1742891873652;41;15;36;4;1,2,2,2;1.4
1742891873752;41;14;36;4;1,2,2,2;1.1
1742891873851;41;13;36;4;1,2,2,2;1
1742891873952;41;14;36;4;1,2,2,2;1.3
1742891874051;41;14;36;4;1,2,2,2;2.4
1742891874151;41;14;36;4;1,2,2,2;2
1742891874252;41;14;36;4;1,2,2,2;1.2
1742891874351;41;12;36;4;1,2,2,2;1.4
1742891874451;41;9;36;4;1,2,2,2;1.4
1742891874551;41;12;36;4;1,2,2,2;1.1
1742891874651;41;18;36;4;1,2,2,2;0.9
1742891874751;41;24;36;4;1,2,2,2;2.9
1742891874851;41;25;36;4;1,2,2,2;2.7
1742891874951;41;25;36;4;1,2,2,2;2.6
1742891875051;41;24;36;4;1,2,2,2;2.5
1742891875151;41;26;36;4;1,2,2,2;2.7
1742891875251;41;35;36;4;1,2,2,2;2.3
1742891875351;75;5;14;5;1,2,2,2,2;2
1742891875451;75;8;14;5;1,2,2,2,2;1.2
1742891875551;75;8;14;5;1,2,2,2,2;1.9
1742891875651;110;3;61;6;1,2,2,2,2,2;1.3
1742891875751;110;7;61;6;1,2,2,2,2,2;2.3
1742891875851;110;8;61;6;1,2,2,2,2,2;1.9
1742891875951;110;11;61;6;1,2,2,2,2,2;1.4
1742891876050;110;12;61;6;1,2,2,2,2,2;1.5
1742891876149;110;12;61;6;1,2,2,2,2,2;1.5
1742891876250;110;12;61;6;1,2,2,2,2,2;1.8
1742891876349;110;12;61;6;1,2,2,2,2,2;1.6
1742891876449;110;13;61;6;1,2,2,2,2,2;1.1
1742891876550;110;16;61;6;1,2,2,2,2,2;1.6
1742891876649;110;23;61;6;1,2,2,2,2,2;0.9
1742891876749;110;27;61;6;1,2,2,2,2,2;1.8
1742891876849;110;27;61;6;1,2,2,2,2,2;2.3
1742891876949;110;27;61;6;1,2,2,2,2,2;2.5
1742891877049;110;26;61;6;1,2,2,2,2,2;2.6
1742891877149;110;27;61;6;1,2,2,2,2,2;2.3
1742891877249;110;26;61;6;1,2,2,2,2,2;1.6
1742891877348;110;26;61;6;1,2,2,2,2,2;1
1742891877449;110;27;61;6;1,2,2,2,2,2;0.9
1742891877549;110;28;61;6;1,2,2,2,2,2;1.5
1742891877649;110;28;61;6;1,2,2,2,2,2;1.4
1742891877749;110;28;61;6;1,2,2,2,2,2;3
1742891877848;110;27;61;6;1,2,2,2,2,2;3.3
1742891877948;110;27;61;6;1,2,2,2,2,2;2.9
1742891878049;110;25;61;6;1,2,2,2,2,2;2.6
1742891878148;110;21;61;6;1,2,2,2,2,2;2.6
1742891878248;110;19;61;6;1,2,2,2,2,2;2.4
1742891878349;110;16;61;6;1,2,2,2,2,2;2.6
1742891878448;110;14;61;6;1,2,2,2,2,2;3.4
1742891878548;110;13;61;6;1,2,2,2,2,2;3.6
1742891878648;110;12;61;6;1,2,2,2,2,2;3.8
1742891878747;110;12;61;6;1,2,2,2,2,2;3.3
1742891878847;110;11;61;6;1,2,2,2,2,2;2.9
1742891878947;110;11;61;6;1,2,2,2,2,2;1.8
1742891879047;110;15;61;6;1,2,2,2,2,2;2.5
1742891879147;110;17;61;6;1,2,2,2,2,2;2.3
1742891879247;110;18;61;6;1,2,2,2,2,2;2.6
1742891879347;110;20;61;6;1,2,2,2,2,2;3.2
1742891879447;110;22;61;6;1,2,2,2,2,2;2.8
1742891879547;110;20;61;6;1,2,2,2,2,2;1.8
1742891879647;110;14;61;6;1,2,2,2,2,2;0.8
1742891879747;110;9;61;6;1,2,2,2,2,2;2
1742891879847;110;7;61;6;1,2,2,2,2,2;2.2
1742891879947;110;6;61;6;1,2,2,2,2,2;2.1
1742891880047;110;6;61;6;1,2,2,2,2,2;1.2
1742891880146;110;5;61;6;1,2,2,2,2,2;1.8
1742891880246;110;5;61;6;1,2,2,2,2,2;1.5
1742891880346;110;7;61;6;1,2,2,2,2,2;1.2
1742891880446;110;7;61;6;1,2,2,2,2,2;0.9
1742891880546;110;7;61;6;1,2,2,2,2,2;1
1742891880646;110;7;61;6;1,2,2,2,2,2;1.5
1742891880746;110;3;61;6;1,2,2,2,2,2;3.7
1742891880846;76;5;24;5;1,2,2,2,1;1.3
1742891880946;41;30;36;4;1,2,2,2;1.4
1742891881046;41;30;36;4;1,2,2,2;0.8
1742891881146;41;31;36;4;1,2,2,2;1.7
1742891881246;41;32;36;4;1,2,2,2;1.3
1742891881346;76;3;24;5;1,2,2,2,1;1.3
1742891881446;75;10;14;5;1,2,2,2,2;2.8
1742891881546;110;3;61;6;1,2,2,2,2,2;3.1
1742891881645;110;3;61;6;1,2,2,2,2,2;3.7
1742891881745;110;5;61;6;1,2,2,2,2,2;3.3
1742891881845;110;6;61;6;1,2,2,2,2,2;2.5
1742891881945;110;6;61;6;1,2,2,2,2,2;2.4
1742891882045;110;8;61;6;1,2,2,2,2,2;1.5
1742891882145;110;8;61;6;1,2,2,2,2,2;1.8
1742891882245;110;8;61;6;1,2,2,2,2,2;3.2
1742891882344;110;8;61;6;1,2,2,2,2,2;4.6
1742891882444;110;7;61;6;1,2,2,2,2,2;4.8
1742891882569;75;11;14;5;1,2,2,2,2;5.3
1742891882669;75;8;14;5;1,2,2,2,2;4.8
1742891882769;75;1;14;5;1,2,2,2,2;3.8
1742891882869;41;31;36;4;1,2,2,2;3.1
1742891882969;41;32;36;4;1,2,2,2;2.2
1742891883069;41;33;36;4;1,2,2,2;1.3
1742891883169;41;36;36;4;1,2,2,2;0.7
1742891883269;75;6;14;5;1,2,2,2,2;0.9
1742891883369;110;3;61;6;1,2,2,2,2,2;1.9
1742891883469;110;7;61;6;1,2,2,2,2,2;1.3
1742891883569;110;8;61;6;1,2,2,2,2,2;1.6
1742891883669;110;8;61;6;1,2,2,2,2,2;2.4
1742891883769;110;8;61;6;1,2,2,2,2,2;2.5
1742891883869;110;10;61;6;1,2,2,2,2,2;2.7
1742891883944;110;11;61;6;1,2,2,2,2,2;2.2
1742891884069;110;11;61;6;1,2,2,2,2,2;1.9
1742891884169;110;12;61;6;1,2,2,2,2,2;1.9
1742891884269;110;11;61;6;1,2,2,2,2,2;2.8
1742891884343;110;12;61;6;1,2,2,2,2,2;2.4
1742891884444;110;13;61;6;1,2,2,2,2,2;2.3
1742891884543;110;18;61;6;1,2,2,2,2,2;1.7
1742891884643;110;18;61;6;1,2,2,2,2,2;2
1742891884743;110;15;61;6;1,2,2,2,2,2;1.9
1742891884843;110;10;61;6;1,2,2,2,2,2;2.6
1742891884943;110;4;61;6;1,2,2,2,2,2;3.6
1742891885042;75;9;14;5;1,2,2,2,2;3.3
1742891885142;75;9;14;5;1,2,2,2,2;2.4
1742891885242;75;9;14;5;1,2,2,2,2;2.2
1742891885342;75;9;14;5;1,2,2,2,2;2.4
1742891885442;75;11;14;5;1,2,2,2,2;2.9
1742891885542;110;3;61;6;1,2,2,2,2,2;2.6
1742891885642;110;5;61;6;1,2,2,2,2,2;1.9
1742891885742;110;6;61;6;1,2,2,2,2,2;1.6
1742891885842;136;3;7;7;1,2,2,2,2,1,2;1.6
1742891885942;136;3;7;7;1,2,2,2,2,1,2;1.4
1742891886042;136;3;7;7;1,2,2,2,2,1,2;0.4
1742891886142;135;3;14;7;1,2,2,2,2,1,1;0.5
1742891886242;135;5;14;7;1,2,2,2,2,1,1;0.8
1742891886342;135;5;14;7;1,2,2,2,2,1,1;1.8
1742891886442;135;3;14;7;1,2,2,2,2,1,1;3
1742891886541;110;10;61;6;1,2,2,2,2,2;3.1
1742891886641;134;1;43;8;1,2,2,2,2,1,2,1;3
1742891886742;134;2;43;8;1,2,2,2,2,1,2,1;2.5
1742891886842;134;4;43;8;1,2,2,2,2,1,2,1;2.6
1742891886942;134;5;43;8;1,2,2,2,2,1,2,1;2.6
1742891887041;134;6;43;8;1,2,2,2,2,1,2,1;2.6
1742891887140;134;6;43;8;1,2,2,2,2,1,2,1;2.6
1742891887240;134;6;43;8;1,2,2,2,2,1,2,1;2.4
1742891887340;133;4;8;8;1,2,2,2,2,1,2,2;1.9
1742891887440;133;4;8;8;1,2,2,2,2,1,2,2;1.6
1742891887540;133;4;8;8;1,2,2,2,2,1,2,2;1.5
1742891887640;133;4;8;8;1,2,2,2,2,1,2,2;1.2
1742891887740;133;4;8;8;1,2,2,2,2,1,2,2;0.5
1742891887840;134;6;43;8;1,2,2,2,2,1,2,1;0.8
1742891887940;134;8;43;8;1,2,2,2,2,1,2,1;0.5
1742891888040;134;10;43;8;1,2,2,2,2,1,2,1;0.8
1742891888140;134;11;43;8;1,2,2,2,2,1,2,1;1.1
1742891888240;134;11;43;8;1,2,2,2,2,1,2,1;1.1
1742891888340;134;9;43;8;1,2,2,2,2,1,2,1;1.4
1742891888440;134;7;43;8;1,2,2,2,2,1,2,1;0.8
1742891888540;134;6;43;8;1,2,2,2,2,1,2,1;0.8
1742891888640;134;4;43;8;1,2,2,2,2,1,2,1;0.3
1742891888740;134;4;43;8;1,2,2,2,2,1,2,1;0.7
1742891888840;134;5;43;8;1,2,2,2,2,1,2,1;0.9
1742891888940;134;6;43;8;1,2,2,2,2,1,2,1;1.3
1742891889040;134;8;43;8;1,2,2,2,2,1,2,1;1.3
1742891889140;134;8;43;8;1,2,2,2,2,1,2,1;1.1
1742891889239;134;8;43;8;1,2,2,2,2,1,2,1;1
1742891889339;135;11;14;7;1,2,2,2,2,1,1;2.4
1742891889439;134;10;43;8;1,2,2,2,2,1,2,1;1.5
1742891889539;134;10;43;8;1,2,2,2,2,1,2,1;1.4
1742891889639;134;9;43;8;1,2,2,2,2,1,2,1;1.3
1742891889739;134;7;43;8;1,2,2,2,2,1,2,1;1.5
1742891889864;111;6;6;6;1,2,2,2,2,1;1.5
1742891889939;75;10;14;5;1,2,2,2,2;2
1742891890039;41;36;36;4;1,2,2,2;2.5
1742891890164;41;29;36;4;1,2,2,2;3.2
1742891890263;41;23;36;4;1,2,2,2;4.1
1742891890363;41;19;36;4;1,2,2,2;3.7
1742891890463;41;18;36;4;1,2,2,2;3.2
1742891890563;41;13;36;4;1,2,2,2;2.8
1742891890663;41;4;36;4;1,2,2,2;2.2
1742891890763;41;1;36;4;1,2,2,2;2
1742891890863;41;2;36;4;1,2,2,2;2.1
1742891890963;41;2;36;4;1,2,2,2;3
1742891891063;41;2;36;4;1,2,2,2;3
1742891891162;16;42;48;3;1,2,2;2.6
1742891891263;16;36;48;3;1,2,2;2.1
1742891891362;16;34;48;3;1,2,2;2.5
1742891891462;16;31;48;3;1,2,2;2.7
1742891891562;16;29;48;3;1,2,2;3.3
1742891891662;16;29;48;3;1,2,2;5.5
1742891891762;16;28;48;3;1,2,2;5.5
1742891891862;16;26;48;3;1,2,2;4.9
1742891891962;16;26;48;3;1,2,2;3.6
1742891892062;16;27;48;3;1,2,2;3.3
1742891892162;16;28;48;3;1,2,2;3.3
1742891892262;16;29;48;3;1,2,2;3.6
1742891892362;16;31;48;3;1,2,2;4.1
1742891892462;16;31;48;3;1,2,2;4.5
1742891892561;16;32;48;3;1,2,2;4.6
1742891892661;16;31;48;3;1,2,2;4.1
1742891892762;16;32;48;3;1,2,2;4.2
1742891892861;16;35;48;3;1,2,2;4.9
1742891892961;16;40;48;3;1,2,2;5.5
1742891893061;16;44;48;3;1,2,2;5.5
1742891893161;16;47;48;3;1,2,2;5.7
1742891893261;40;4;15;4;1,2,2,1;5.5
1742891893360;40;5;15;4;1,2,2,1;4.7
1742891893460;40;5;15;4;1,2,2,1;4.6
1742891893561;40;7;15;4;1,2,2,1;4
1742891893660;40;12;15;4;1,2,2,1;3.3
1742891893760;40;13;15;4;1,2,2,1;3.8
1742891893861;40;13;15;4;1,2,2,1;4.4
1742891893960;40;12;15;4;1,2,2,1;5.2
1742891894060;40;11;15;4;1,2,2,1;6.2
1742891894160;40;11;15;4;1,2,2,1;7
1742891894260;40;11;15;4;1,2,2,1;7.2
1742891894360;40;12;15;4;1,2,2,1;7.1
1742891894460;40;12;15;4;1,2,2,1;7.3
1742891894560;40;12;15;4;1,2,2,1;6.8
1742891894660;74;5;15;5;1,2,2,1,2;6.1
1742891894760;74;7;15;5;1,2,2,1,2;5.1
1742891894860;74;10;15;5;1,2,2,1,2;5.8
1742891894960;74;12;15;5;1,2,2,1,2;5.6
1742891895060;74;10;15;5;1,2,2,1,2;5
1742891895160;74;11;15;5;1,2,2,1,2;4.5
1742891895260;74;12;15;5;1,2,2,1,2;3.2
1742891895360;74;13;15;5;1,2,2,1,2;1.3
1742891895460;74;14;15;5;1,2,2,1,2;0.9
1742891895559;108;1;8;6;1,2,2,1,2,1;1.4
1742891895660;108;3;8;6;1,2,2,1,2,1;1.6
1742891895759;108;6;8;6;1,2,2,1,2,1;1.8
1742891895859;131;4;8;7;1,2,2,1,2,1,2;3.1
1742891895959;131;6;8;7;1,2,2,1,2,1,2;4
1742891896058;148;4;32;8;1,2,2,1,2,1,2,1;4.4
1742891896158;148;8;32;8;1,2,2,1,2,1,2,1;5.1
1742891896258;148;12;32;8;1,2,2,1,2,1,2,1;5.7
1742891896358;148;16;32;8;1,2,2,1,2,1,2,1;5.1
1742891896458;148;15;32;8;1,2,2,1,2,1,2,1;5.4
1742891896558;148;16;32;8;1,2,2,1,2,1,2,1;4.9
1742891896658;148;20;32;8;1,2,2,1,2,1,2,1;4.6
1742891896758;148;22;32;8;1,2,2,1,2,1,2,1;4.2
1742891896858;148;23;32;8;1,2,2,1,2,1,2,1;4.4
1742891896958;148;24;32;8;1,2,2,1,2,1,2,1;4.5
1742891897058;148;25;32;8;1,2,2,1,2,1,2,1;4.4
1742891897158;148;26;32;8;1,2,2,1,2,1,2,1;4.4
1742891897258;148;27;32;8;1,2,2,1,2,1,2,1;5
1742891897358;148;27;32;8;1,2,2,1,2,1,2,1;5
1742891897457;148;27;32;8;1,2,2,1,2,1,2,1;5.7
1742891897558;148;26;32;8;1,2,2,1,2,1,2,1;6
1742891897658;148;26;32;8;1,2,2,1,2,1,2,1;6
1742891897757;148;26;32;8;1,2,2,1,2,1,2,1;5.7
1742891897857;148;27;32;8;1,2,2,1,2,1,2,1;5.5
1742891897957;148;29;32;8;1,2,2,1,2,1,2,1;5.1
1742891898058;155;2;16;9;1,2,2,1,2,1,2,1,2;4.9
1742891898157;155;3;16;9;1,2,2,1,2,1,2,1,2;5.3
1742891898256;148;30;32;8;1,2,2,1,2,1,2,1;4.8
1742891898356;148;30;32;8;1,2,2,1,2,1,2,1;4.8
1742891898456;148;28;32;8;1,2,2,1,2,1,2,1;5.4
1742891898556;148;25;32;8;1,2,2,1,2,1,2,1;5.1
1742891898656;148;24;32;8;1,2,2,1,2,1,2,1;5.1
1742891898756;148;25;32;8;1,2,2,1,2,1,2,1;4.9
1742891898856;148;24;32;8;1,2,2,1,2,1,2,1;5.1
1742891898956;148;19;32;8;1,2,2,1,2,1,2,1;6
1742891899056;148;13;32;8;1,2,2,1,2,1,2,1;3.9
